Gene name	Gene stable ID	Transcript stable ID
gpa33a	ENSDARG00000100223	ENSDART00000167148
gpa33a	ENSDARG00000100223	ENSDART00000165267
gpa33a	ENSDARG00000100223	ENSDART00000165650
gpa33a	ENSDARG00000100223	ENSDART00000164282
gpa33a	ENSDARG00000100223	ENSDART00000166954
dimt1l	ENSDARG00000005057	ENSDART00000140531
dimt1l	ENSDARG00000005057	ENSDART00000050228
nlgn1	ENSDARG00000077710	ENSDART00000123359
nlgn1	ENSDARG00000077710	ENSDART00000189677
nlgn1	ENSDARG00000077710	ENSDART00000167465
nlgn1	ENSDARG00000077710	ENSDART00000113171
mbnl3	ENSDARG00000016085	ENSDART00000111691
mbnl3	ENSDARG00000016085	ENSDART00000130976
mbnl3	ENSDARG00000016085	ENSDART00000021379
mbnl3	ENSDARG00000016085	ENSDART00000113479
mbnl3	ENSDARG00000016085	ENSDART00000161113
mbnl3	ENSDARG00000016085	ENSDART00000173282
mbnl3	ENSDARG00000016085	ENSDART00000111601
	ENSDARG00000092908	ENSDART00000135367
	ENSDARG00000115889	ENSDART00000185019
	ENSDARG00000113555	ENSDART00000171681
p2ry10	ENSDARG00000062811	ENSDART00000091224
	ENSDARG00000038570	ENSDART00000098043
	ENSDARG00000102408	ENSDART00000165172
si:ch211-155i14.1	ENSDARG00000070757	ENSDART00000152805
si:ch211-155i14.1	ENSDARG00000070757	ENSDART00000147174
si:ch211-155i14.1	ENSDARG00000070757	ENSDART00000104185
trpc6a	ENSDARG00000056625	ENSDART00000079151
trpc6a	ENSDARG00000056625	ENSDART00000112175
oxgr1a.3	ENSDARG00000040247	ENSDART00000058878
entpd6	ENSDARG00000008757	ENSDART00000035432
si:ch211-194k22.8	ENSDARG00000096711	ENSDART00000153200
gprc5bb	ENSDARG00000075141	ENSDART00000145018
gprc5bb	ENSDARG00000075141	ENSDART00000114705
fgf3	ENSDARG00000101540	ENSDART00000168474
slco3a1a	ENSDARG00000018726	ENSDART00000013363
evi5b	ENSDARG00000070839	ENSDART00000135825
evi5b	ENSDARG00000070839	ENSDART00000190309
evi5b	ENSDARG00000070839	ENSDART00000139421
evi5b	ENSDARG00000070839	ENSDART00000124947
evi5b	ENSDARG00000070839	ENSDART00000180191
evi5b	ENSDARG00000070839	ENSDART00000190508
evi5b	ENSDARG00000070839	ENSDART00000145761
evi5b	ENSDARG00000070839	ENSDART00000111682
evi5b	ENSDARG00000070839	ENSDART00000144820
vsnl1b	ENSDARG00000044053	ENSDART00000031091
vsnl1b	ENSDARG00000044053	ENSDART00000180530
vsnl1b	ENSDARG00000044053	ENSDART00000157125
vsnl1b	ENSDARG00000044053	ENSDART00000184692
las1l	ENSDARG00000062457	ENSDART00000138606
	ENSDARG00000098615	ENSDART00000157984
syt5a	ENSDARG00000037941	ENSDART00000133035
fam210ab	ENSDARG00000040186	ENSDART00000058785
znf1137	ENSDARG00000086296	ENSDART00000150621
znf1137	ENSDARG00000086296	ENSDART00000161364
lrrc3ca	ENSDARG00000079371	ENSDART00000152538
tmem63c	ENSDARG00000004158	ENSDART00000155096
tmem63c	ENSDARG00000004158	ENSDART00000074802
tmem63c	ENSDARG00000004158	ENSDART00000156260
tmem63c	ENSDARG00000004158	ENSDART00000154711
ccne1	ENSDARG00000098622	ENSDART00000169822
ccne1	ENSDARG00000098622	ENSDART00000170294
ccne1	ENSDARG00000098622	ENSDART00000163991
	ENSDARG00000103681	ENSDART00000159098
rfx5	ENSDARG00000063258	ENSDART00000148836
	ENSDARG00000117156	ENSDART00000156670
kctd2	ENSDARG00000025875	ENSDART00000035925
ercc5	ENSDARG00000023678	ENSDART00000031635
ercc5	ENSDARG00000023678	ENSDART00000136878
ercc5	ENSDARG00000023678	ENSDART00000144406
ercc5	ENSDARG00000023678	ENSDART00000192494
gfm2	ENSDARG00000005561	ENSDART00000016314
gfm2	ENSDARG00000005561	ENSDART00000138672
hexd	ENSDARG00000061216	ENSDART00000087067
dtymk	ENSDARG00000052103	ENSDART00000073883
apba2b	ENSDARG00000060639	ENSDART00000085661
apba2b	ENSDARG00000060639	ENSDART00000174000
apba2b	ENSDARG00000060639	ENSDART00000193106
apba2b	ENSDARG00000060639	ENSDART00000173990
apba2b	ENSDARG00000060639	ENSDART00000173693
apba2b	ENSDARG00000060639	ENSDART00000173834
	ENSDARG00000096700	ENSDART00000152863
	ENSDARG00000096700	ENSDART00000164487
	ENSDARG00000092286	ENSDART00000146800
	ENSDARG00000096761	ENSDART00000153144
	ENSDARG00000096761	ENSDART00000153264
wfdc1	ENSDARG00000058003	ENSDART00000167825
wfdc1	ENSDARG00000058003	ENSDART00000080788
rgs7a	ENSDARG00000016584	ENSDART00000044993
rgs7a	ENSDARG00000016584	ENSDART00000104895
rgs7a	ENSDARG00000016584	ENSDART00000182619
rgs7a	ENSDARG00000016584	ENSDART00000131863
	ENSDARG00000095527	ENSDART00000141524
nrg1	ENSDARG00000104314	ENSDART00000168885
nrg1	ENSDARG00000104314	ENSDART00000167054
nrg1	ENSDARG00000104314	ENSDART00000162613
nrg1	ENSDARG00000104314	ENSDART00000163702
nrg1	ENSDARG00000104314	ENSDART00000167706
nrg1	ENSDARG00000104314	ENSDART00000167963
si:ch211-117k10.3	ENSDARG00000090914	ENSDART00000123381
si:ch211-117k10.3	ENSDARG00000090914	ENSDART00000162305
	ENSDARG00000094924	ENSDART00000144264
KCNT1	ENSDARG00000079484	ENSDART00000191819
KCNT1	ENSDARG00000079484	ENSDART00000113556
KCNT1	ENSDARG00000079484	ENSDART00000150936
KCNT1	ENSDARG00000079484	ENSDART00000181489
KCNT1	ENSDARG00000079484	ENSDART00000193269
KCNT1	ENSDARG00000079484	ENSDART00000182961
nck2a	ENSDARG00000018206	ENSDART00000102672
nck2a	ENSDARG00000018206	ENSDART00000158468
nck2a	ENSDARG00000018206	ENSDART00000168143
bco2a	ENSDARG00000055722	ENSDART00000140049
bco2a	ENSDARG00000055722	ENSDART00000147963
bco2a	ENSDARG00000055722	ENSDART00000133981
pacsin3	ENSDARG00000099339	ENSDART00000170174
pacsin3	ENSDARG00000099339	ENSDART00000158518
pacsin3	ENSDARG00000099339	ENSDART00000165201
pacsin3	ENSDARG00000099339	ENSDART00000171909
slc5a1	ENSDARG00000013871	ENSDART00000080449
slc5a1	ENSDARG00000013871	ENSDART00000039955
orai2	ENSDARG00000035148	ENSDART00000131937
selenot1a	ENSDARG00000058354	ENSDART00000165712
slco1d1	ENSDARG00000104108	ENSDART00000167575
slco1d1	ENSDARG00000104108	ENSDART00000158683
kgd4	ENSDARG00000079823	ENSDART00000135042
kgd4	ENSDARG00000079823	ENSDART00000143920
	ENSDARG00000093060	ENSDART00000132592
	ENSDARG00000052626	ENSDART00000152873
plin2	ENSDARG00000042332	ENSDART00000062069
plin2	ENSDARG00000042332	ENSDART00000175378
plin2	ENSDARG00000042332	ENSDART00000129407
lias	ENSDARG00000022845	ENSDART00000144792
lias	ENSDARG00000022845	ENSDART00000036448
asah1a	ENSDARG00000037091	ENSDART00000146361
asah1a	ENSDARG00000037091	ENSDART00000017122
mtmr12	ENSDARG00000059817	ENSDART00000083561
ccl44	ENSDARG00000074772	ENSDART00000109972
ccl44	ENSDARG00000074772	ENSDART00000161952
irak1bp1	ENSDARG00000036903	ENSDART00000053588
irak1bp1	ENSDARG00000036903	ENSDART00000133391
irak1bp1	ENSDARG00000036903	ENSDART00000146510
zgc:194007	ENSDARG00000091860	ENSDART00000145137
zgc:194007	ENSDARG00000091860	ENSDART00000181656
zgc:194007	ENSDARG00000091860	ENSDART00000180320
zgc:194007	ENSDARG00000091860	ENSDART00000158900
zgc:194007	ENSDARG00000091860	ENSDART00000135224
zgc:194007	ENSDARG00000091860	ENSDART00000181293
otud7b	ENSDARG00000017220	ENSDART00000041811
otud7b	ENSDARG00000017220	ENSDART00000124689
	ENSDARG00000095230	ENSDART00000147457
	ENSDARG00000095230	ENSDART00000147840
	ENSDARG00000095230	ENSDART00000140000
asap1a	ENSDARG00000029463	ENSDART00000077151
asap1a	ENSDARG00000029463	ENSDART00000144870
asap1a	ENSDARG00000029463	ENSDART00000169316
tbc1d24	ENSDARG00000069339	ENSDART00000181086
tbc1d24	ENSDARG00000069339	ENSDART00000183724
tbc1d24	ENSDARG00000069339	ENSDART00000155346
tbc1d24	ENSDARG00000069339	ENSDART00000180941
tbc1d24	ENSDARG00000069339	ENSDART00000193466
lbx1a	ENSDARG00000018321	ENSDART00000045351
trim71	ENSDARG00000075593	ENSDART00000113483
rprm3	ENSDARG00000092792	ENSDART00000139569
rprm3	ENSDARG00000092792	ENSDART00000167761
zgc:171781	ENSDARG00000086247	ENSDART00000099060
	ENSDARG00000096869	ENSDART00000155581
	ENSDARG00000096869	ENSDART00000157099
cpsf6	ENSDARG00000018618	ENSDART00000129521
cpsf6	ENSDARG00000018618	ENSDART00000150844
cpsf6	ENSDARG00000018618	ENSDART00000188177
cpsf6	ENSDARG00000018618	ENSDART00000150832
cpsf6	ENSDARG00000018618	ENSDART00000138291
cpsf6	ENSDARG00000018618	ENSDART00000082289
clcn7	ENSDARG00000019556	ENSDART00000103660
clcn7	ENSDARG00000019556	ENSDART00000126533
clcn7	ENSDARG00000019556	ENSDART00000138423
clcn7	ENSDARG00000019556	ENSDART00000143074
clcn7	ENSDARG00000019556	ENSDART00000145392
clcn7	ENSDARG00000019556	ENSDART00000180848
usp9	ENSDARG00000013708	ENSDART00000135384
usp9	ENSDARG00000013708	ENSDART00000025635
ubb	ENSDARG00000093313	ENSDART00000097583
ubb	ENSDARG00000093313	ENSDART00000171678
	ENSDARG00000075027	ENSDART00000136636
id4	ENSDARG00000045131	ENSDART00000066372
sinhcaf	ENSDARG00000032653	ENSDART00000042307
sinhcaf	ENSDARG00000032653	ENSDART00000180605
fuca1.1	ENSDARG00000035890	ENSDART00000052104
sdhaf4	ENSDARG00000039390	ENSDART00000057565
si:dkey-7j14.5	ENSDARG00000097528	ENSDART00000189080
si:dkey-7j14.5	ENSDARG00000097528	ENSDART00000157302
si:dkey-7j14.5	ENSDARG00000097528	ENSDART00000153783
si:dkey-7j14.5	ENSDARG00000097528	ENSDART00000193146
si:dkey-7j14.5	ENSDARG00000097528	ENSDART00000156820
	ENSDARG00000094401	ENSDART00000143037
	ENSDARG00000094401	ENSDART00000140738
	ENSDARG00000094401	ENSDART00000139391
	ENSDARG00000094401	ENSDART00000132719
hoxb13a	ENSDARG00000056015	ENSDART00000078428
TTC9	ENSDARG00000074363	ENSDART00000187327
TTC9	ENSDARG00000074363	ENSDART00000182930
TTC9	ENSDARG00000074363	ENSDART00000140301
lrpap1	ENSDARG00000033604	ENSDART00000145272
si:dkey-197c15.6	ENSDARG00000079401	ENSDART00000112777
rbms3	ENSDARG00000044574	ENSDART00000132562
rbms3	ENSDARG00000044574	ENSDART00000136719
rbms3	ENSDARG00000044574	ENSDART00000136766
rbms3	ENSDARG00000044574	ENSDART00000139089
rbms3	ENSDARG00000044574	ENSDART00000137079
rbms3	ENSDARG00000044574	ENSDART00000138388
tcf20	ENSDARG00000078348	ENSDART00000149814
tcf20	ENSDARG00000078348	ENSDART00000184388
si:ch211-255g12.8	ENSDARG00000069627	ENSDART00000133606
chd2	ENSDARG00000060687	ENSDART00000163449
chd2	ENSDARG00000060687	ENSDART00000085735
chd2	ENSDARG00000060687	ENSDART00000136434
	ENSDARG00000105457	ENSDART00000173432
	ENSDARG00000105457	ENSDART00000173225
st6gal2a	ENSDARG00000039335	ENSDART00000057484
st6gal2a	ENSDARG00000039335	ENSDART00000192045
st6gal2a	ENSDARG00000039335	ENSDART00000142167
	ENSDARG00000096800	ENSDART00000153027
zgc:85936	ENSDARG00000087529	ENSDART00000123163
	ENSDARG00000077872	ENSDART00000038499
cnot9	ENSDARG00000033855	ENSDART00000143574
alas1	ENSDARG00000021059	ENSDART00000005217
alas1	ENSDARG00000021059	ENSDART00000172779
polr1b	ENSDARG00000077469	ENSDART00000114741
si:dkey-108k21.19	ENSDARG00000113800	ENSDART00000155060
parvab	ENSDARG00000035629	ENSDART00000169182
	ENSDARG00000097384	ENSDART00000155488
	ENSDARG00000093465	ENSDART00000136537
lectin	ENSDARG00000055833	ENSDART00000110066
lectin	ENSDARG00000055833	ENSDART00000138871
ifi30a	ENSDARG00000056378	ENSDART00000136072
ifi30a	ENSDARG00000056378	ENSDART00000078866
amy2a	ENSDARG00000013856	ENSDART00000156259
amy2a	ENSDARG00000013856	ENSDART00000003035
	ENSDARG00000092501	ENSDART00000138453
rgs8	ENSDARG00000070037	ENSDART00000185907
rgs8	ENSDARG00000070037	ENSDART00000183258
rgs8	ENSDARG00000070037	ENSDART00000102461
slc35e3	ENSDARG00000045493	ENSDART00000066909
zgc:172065	ENSDARG00000078093	ENSDART00000075859
zgc:174259	ENSDARG00000091136	ENSDART00000079090
zgc:174259	ENSDARG00000091136	ENSDART00000149563
il10rb	ENSDARG00000078042	ENSDART00000054594
il10rb	ENSDARG00000078042	ENSDART00000009389
smc4	ENSDARG00000038882	ENSDART00000130413
smc4	ENSDARG00000038882	ENSDART00000133909
	ENSDARG00000102040	ENSDART00000160550
sdcbp	ENSDARG00000030097	ENSDART00000050077
	ENSDARG00000097755	ENSDART00000154368
SYT6	ENSDARG00000031463	ENSDART00000188429
SYT6	ENSDARG00000031463	ENSDART00000182471
SYT6	ENSDARG00000031463	ENSDART00000193304
SYT6	ENSDARG00000031463	ENSDART00000048365
tas1r2.1	ENSDARG00000053135	ENSDART00000075125
chaf1a	ENSDARG00000062152	ENSDART00000142027
chaf1a	ENSDARG00000062152	ENSDART00000111711
ddt	ENSDARG00000044751	ENSDART00000139535
ddt	ENSDARG00000044751	ENSDART00000065772
si:dkey-151p11.2	ENSDARG00000102807	ENSDART00000161890
si:dkey-151p11.2	ENSDARG00000102807	ENSDART00000169332
lyrm9	ENSDARG00000075528	ENSDART00000112784
hmgcrb	ENSDARG00000105206	ENSDART00000162351
	ENSDARG00000093516	ENSDART00000133506
	ENSDARG00000098082	ENSDART00000170358
odad3	ENSDARG00000062978	ENSDART00000091628
acbd3	ENSDARG00000042623	ENSDART00000062525
zgc:152968	ENSDARG00000037002	ENSDART00000175902
zgc:152968	ENSDARG00000037002	ENSDART00000137071
zgc:152968	ENSDARG00000037002	ENSDART00000179634
zgc:152968	ENSDARG00000037002	ENSDART00000139636
si:dkey-78a14.4	ENSDARG00000036066	ENSDART00000150158
si:dkey-78a14.4	ENSDARG00000036066	ENSDART00000052354
	ENSDARG00000104678	ENSDART00000163676
qdprb.4	ENSDARG00000090822	ENSDART00000102542
	ENSDARG00000095015	ENSDART00000140713
	ENSDARG00000093463	ENSDART00000136087
alox5a	ENSDARG00000057273	ENSDART00000137205
alox5a	ENSDARG00000057273	ENSDART00000079884
epha4a	ENSDARG00000054454	ENSDART00000149895
epha4a	ENSDARG00000054454	ENSDART00000098632
epha4a	ENSDARG00000054454	ENSDART00000176951
epha4a	ENSDARG00000054454	ENSDART00000173665
epha4a	ENSDARG00000054454	ENSDART00000148563
	ENSDARG00000088836	ENSDART00000137770
	ENSDARG00000088836	ENSDART00000166019
	ENSDARG00000088836	ENSDART00000141339
	ENSDARG00000088836	ENSDART00000158639
mtap	ENSDARG00000037261	ENSDART00000171989
mtap	ENSDARG00000037261	ENSDART00000054208
	ENSDARG00000095913	ENSDART00000149093
	ENSDARG00000092523	ENSDART00000141246
	ENSDARG00000092523	ENSDART00000136070
si:ch73-196i15.3	ENSDARG00000094281	ENSDART00000138605
si:ch73-196i15.3	ENSDARG00000094281	ENSDART00000132120
si:ch73-196i15.3	ENSDARG00000094281	ENSDART00000134488
si:ch73-196i15.3	ENSDARG00000094281	ENSDART00000192234
tmem51b	ENSDARG00000061916	ENSDART00000145655
cdca4	ENSDARG00000042319	ENSDART00000138369
cdca4	ENSDARG00000042319	ENSDART00000153215
cdca4	ENSDARG00000042319	ENSDART00000146057
cdca4	ENSDARG00000042319	ENSDART00000062061
cdca4	ENSDARG00000042319	ENSDART00000138987
cdca4	ENSDARG00000042319	ENSDART00000190888
cdca4	ENSDARG00000042319	ENSDART00000152992
ntn1a	ENSDARG00000105112	ENSDART00000157527
ntn1a	ENSDARG00000105112	ENSDART00000171384
	ENSDARG00000101292	ENSDART00000158240
	ENSDARG00000078297	ENSDART00000131392
MYH9	ENSDARG00000001014	ENSDART00000137105
MYH9	ENSDARG00000001014	ENSDART00000092373
MYH9	ENSDARG00000001014	ENSDART00000182438
pan3	ENSDARG00000031637	ENSDART00000147250
pan3	ENSDARG00000031637	ENSDART00000137952
pan3	ENSDARG00000031637	ENSDART00000048273
pan3	ENSDARG00000031637	ENSDART00000132364
	ENSDARG00000017111	ENSDART00000022667
lysmd4	ENSDARG00000068702	ENSDART00000099463
etv5a	ENSDARG00000069763	ENSDART00000145005
etv5a	ENSDARG00000069763	ENSDART00000101770
etv5a	ENSDARG00000069763	ENSDART00000181822
etv5a	ENSDARG00000069763	ENSDART00000139434
etv5a	ENSDARG00000069763	ENSDART00000126015
	ENSDARG00000096951	ENSDART00000154022
eef2a.2	ENSDARG00000042065	ENSDART00000137624
pdca	ENSDARG00000011886	ENSDART00000149989
	ENSDARG00000099520	ENSDART00000165815
e2f8	ENSDARG00000057323	ENSDART00000144118
e2f8	ENSDARG00000057323	ENSDART00000131726
e2f8	ENSDARG00000057323	ENSDART00000128488
e2f8	ENSDARG00000057323	ENSDART00000134548
cyp26a1	ENSDARG00000033999	ENSDART00000141212
cyp26a1	ENSDARG00000033999	ENSDART00000041728
si:dkey-248g15.3	ENSDARG00000097959	ENSDART00000156843
si:dkey-248g15.3	ENSDARG00000097959	ENSDART00000155044
si:dkey-248g15.3	ENSDARG00000097959	ENSDART00000189889
lrrc10	ENSDARG00000045612	ENSDART00000067073
elp2	ENSDARG00000017199	ENSDART00000175621
elp2	ENSDARG00000017199	ENSDART00000122625
il7r	ENSDARG00000078970	ENSDART00000137959
si:ch211-161c3.6	ENSDARG00000078781	ENSDART00000155483
rbm39a	ENSDARG00000011613	ENSDART00000135435
rbm39a	ENSDARG00000011613	ENSDART00000147746
rbm39a	ENSDARG00000011613	ENSDART00000131365
rbm39a	ENSDARG00000011613	ENSDART00000138314
rbm39a	ENSDARG00000011613	ENSDART00000186418
rbm39a	ENSDARG00000011613	ENSDART00000136735
rbm39a	ENSDARG00000011613	ENSDART00000135970
rbm39a	ENSDARG00000011613	ENSDART00000133679
rbm39a	ENSDARG00000011613	ENSDART00000134009
rbm39a	ENSDARG00000011613	ENSDART00000148153
rbm39a	ENSDARG00000011613	ENSDART00000137251
rbm39a	ENSDARG00000011613	ENSDART00000188719
rbm39a	ENSDARG00000011613	ENSDART00000139298
rbm39a	ENSDARG00000011613	ENSDART00000017973
snx9a	ENSDARG00000000837	ENSDART00000142672
snx9a	ENSDARG00000000837	ENSDART00000104476
snx9a	ENSDARG00000000837	ENSDART00000098593
si:dkey-83f18.7	ENSDARG00000088252	ENSDART00000137830
zgc:153151	ENSDARG00000069563	ENSDART00000135653
zgc:153151	ENSDARG00000069563	ENSDART00000181206
zgc:153151	ENSDARG00000069563	ENSDART00000138450
zgc:153151	ENSDARG00000069563	ENSDART00000131053
lig1	ENSDARG00000060041	ENSDART00000084174
cnsta	ENSDARG00000086283	ENSDART00000155329
slc22a2	ENSDARG00000030530	ENSDART00000048890
	ENSDARG00000105567	ENSDART00000173579
	ENSDARG00000091845	ENSDART00000154794
	ENSDARG00000116830	ENSDART00000156503
znf385b	ENSDARG00000006065	ENSDART00000140526
znf385b	ENSDARG00000006065	ENSDART00000138436
cyp2k22	ENSDARG00000040433	ENSDART00000134497
cyp2k22	ENSDARG00000040433	ENSDART00000015232
cyp2k22	ENSDARG00000040433	ENSDART00000131765
chmp4c	ENSDARG00000007418	ENSDART00000003195
cldn3c	ENSDARG00000069503	ENSDART00000181756
cldn3c	ENSDARG00000069503	ENSDART00000101211
csmd1a	ENSDARG00000044414	ENSDART00000065228
nol4la	ENSDARG00000074902	ENSDART00000131934
	ENSDARG00000093432	ENSDART00000132046
	ENSDARG00000102448	ENSDART00000160330
slc38a3a	ENSDARG00000027065	ENSDART00000037017
slc38a3a	ENSDARG00000027065	ENSDART00000146944
slc38a3a	ENSDARG00000027065	ENSDART00000103157
mhc1lca	ENSDARG00000055813	ENSDART00000161672
si:dkey-34e4.1	ENSDARG00000022085	ENSDART00000048350
si:dkey-34e4.1	ENSDARG00000022085	ENSDART00000137073
slc5a5	ENSDARG00000005392	ENSDART00000114699
slc5a5	ENSDARG00000005392	ENSDART00000159760
dipk1aa	ENSDARG00000062955	ENSDART00000091570
	ENSDARG00000093885	ENSDART00000144173
si:ch73-40a17.4	ENSDARG00000097928	ENSDART00000155345
slc30a5	ENSDARG00000051921	ENSDART00000150087
slc30a5	ENSDARG00000051921	ENSDART00000073634
	ENSDARG00000095824	ENSDART00000149797
lrrc75a	ENSDARG00000076834	ENSDART00000192470
lrrc75a	ENSDARG00000076834	ENSDART00000110618
si:ch211-195b11.3	ENSDARG00000100582	ENSDART00000158499
si:ch211-195b11.3	ENSDARG00000100582	ENSDART00000164440
kif3b	ENSDARG00000101120	ENSDART00000186852
kif3b	ENSDARG00000101120	ENSDART00000168199
kif3b	ENSDARG00000101120	ENSDART00000161193
armc8	ENSDARG00000062258	ENSDART00000133997
si:rp71-1i20.2	ENSDARG00000043198	ENSDART00000063420
si:rp71-1i20.2	ENSDARG00000043198	ENSDART00000149399
si:rp71-1i20.2	ENSDARG00000043198	ENSDART00000145166
	ENSDARG00000054882	ENSDART00000148255
	ENSDARG00000100085	ENSDART00000167071
	ENSDARG00000100085	ENSDART00000157426
GPR108	ENSDARG00000096651	ENSDART00000152669
GPR108	ENSDARG00000096651	ENSDART00000152613
GPR108	ENSDARG00000096651	ENSDART00000152747
GPR108	ENSDARG00000096651	ENSDART00000191885
GPR108	ENSDARG00000096651	ENSDART00000152259
tmcc2	ENSDARG00000046007	ENSDART00000086434
	ENSDARG00000093244	ENSDART00000146516
morn4	ENSDARG00000039062	ENSDART00000111641
morn4	ENSDARG00000039062	ENSDART00000159255
	ENSDARG00000100995	ENSDART00000166189
cdk7	ENSDARG00000051916	ENSDART00000073627
cdk7	ENSDARG00000051916	ENSDART00000051003
cdk7	ENSDARG00000051916	ENSDART00000163898
zdhhc13	ENSDARG00000101144	ENSDART00000173777
zdhhc13	ENSDARG00000101144	ENSDART00000173924
mfap4.11	ENSDARG00000094408	ENSDART00000138870
mfap4.11	ENSDARG00000094408	ENSDART00000164941
gnai1	ENSDARG00000021647	ENSDART00000036531
	ENSDARG00000096957	ENSDART00000154472
	ENSDARG00000096957	ENSDART00000156728
	ENSDARG00000096957	ENSDART00000155852
tbcela	ENSDARG00000002682	ENSDART00000138166
tbcela	ENSDARG00000002682	ENSDART00000006910
tbcela	ENSDARG00000002682	ENSDART00000135770
tbcela	ENSDARG00000002682	ENSDART00000185548
tbcela	ENSDARG00000002682	ENSDART00000141015
buc	ENSDARG00000096095	ENSDART00000150330
buc	ENSDARG00000096095	ENSDART00000175159
buc	ENSDARG00000096095	ENSDART00000150633
buc	ENSDARG00000096095	ENSDART00000192645
gna11a	ENSDARG00000010002	ENSDART00000136795
gna11a	ENSDARG00000010002	ENSDART00000105566
gna11a	ENSDARG00000010002	ENSDART00000158501
calm3a	ENSDARG00000100825	ENSDART00000187901
calm3a	ENSDARG00000100825	ENSDART00000172114
si:ch211-269k10.5	ENSDARG00000090473	ENSDART00000155461
si:ch211-269k10.5	ENSDARG00000090473	ENSDART00000126543
smyd2a	ENSDARG00000055151	ENSDART00000142356
smyd2a	ENSDARG00000055151	ENSDART00000146339
smyd2a	ENSDARG00000055151	ENSDART00000123645
smyd2a	ENSDARG00000055151	ENSDART00000135371
smyd2a	ENSDARG00000055151	ENSDART00000077459
	ENSDARG00000092137	ENSDART00000143082
smek1	ENSDARG00000042187	ENSDART00000061843
smek1	ENSDARG00000042187	ENSDART00000125007
pcnx4	ENSDARG00000060785	ENSDART00000138720
pcnx4	ENSDARG00000060785	ENSDART00000086018
	ENSDARG00000070015	ENSDART00000067272
	ENSDARG00000070015	ENSDART00000150501
	ENSDARG00000070015	ENSDART00000136981
	ENSDARG00000070015	ENSDART00000140018
pnpla4	ENSDARG00000069834	ENSDART00000101958
pnpla4	ENSDARG00000069834	ENSDART00000112639
gnsb	ENSDARG00000098296	ENSDART00000160536
ptprnb	ENSDARG00000077047	ENSDART00000109144
ptprnb	ENSDARG00000077047	ENSDART00000155480
WDFY3	ENSDARG00000078890	ENSDART00000175588
WDFY3	ENSDARG00000078890	ENSDART00000146664
	ENSDARG00000097915	ENSDART00000157044
	ENSDARG00000095565	ENSDART00000135927
	ENSDARG00000101263	ENSDART00000157914
ANK3	ENSDARG00000061736	ENSDART00000088100
ANK3	ENSDARG00000061736	ENSDART00000149630
ANK3	ENSDARG00000061736	ENSDART00000149110
ANK3	ENSDARG00000061736	ENSDART00000088106
ANK3	ENSDARG00000061736	ENSDART00000150037
ANK3	ENSDARG00000061736	ENSDART00000150056
